_class_name,_created_at,_object_id,_updated_at,areaName,locationName,projectName
Project,2014-01-02T16:48:16.754Z,wt6P0h5Iid,2014-05-30T14:05:14.761Z,Las Flores,Maldonado,13-501 Apple (AFOC)
Project,2014-01-02T16:48:26.314Z,delyMdGdCY,2014-05-30T14:05:11.586Z,Mtn By 37,Maldonado,13-501 Apple (AFOC)
Project,2014-01-02T16:48:38.895Z,LUXGz1U7Qr,2014-05-30T14:05:11.330Z,Piriapolis,Maldonado,13-501 Apple (AFOC)
Project,2013-12-20T20:48:53.351Z,Zi2nqJml1V,2014-05-30T14:04:08.912Z,Outer Harbor,Adelaide,13-501 Apple (AFOC)
Project,2014-01-09T13:49:14.029Z,9X4zmJL2TT,2014-05-30T14:05:10.842Z,Mountains West 3,Honolulu,13-501 Apple
Project,2014-01-09T13:49:25.457Z,Ka5jeb9Miz,2014-05-30T14:05:10.624Z,Mountains West 2,Honolulu,13-501 Apple
Project,2014-01-09T13:49:29.869Z,ZZ4oI6M8L8,2014-05-30T14:05:10.358Z,Mountains West 1,Honolulu,13-501 Apple
Project,2014-01-09T13:49:43.066Z,KwIfxtc8DG,2014-05-30T14:05:10.141Z,Mountains North,Honolulu,13-501 Apple
Project,2014-01-09T13:49:49.169Z,cSu3U6vMvM,2014-05-30T14:05:09.876Z,Mountains East 2,Honolulu,13-501 Apple
Project,2014-01-09T13:49:55.043Z,i0KxFruMuz,2014-05-30T14:05:09.660Z,Mountains East 1,Honolulu,13-501 Apple
Project,2013-12-20T20:49:30.373Z,dDqopWjdkl,2014-05-30T14:04:07.307Z,Belair,Adelaide,13-501 Apple (AFOC)
Project,2014-01-09T13:51:17.013Z,GIiBG6sEdx,2014-05-30T14:05:09.235Z,Kambah R1,Canberra,13-501 Apple (AFOC)
Project,2014-01-09T17:00:20.070Z,8ZKd5aoiyH,2014-05-30T14:05:08.927Z,Midrand NS,Johannesburg,13-501 Apple (AFOC)
Project,2014-01-10T17:00:35.739Z,xKOKVxzdJX,2014-05-30T14:05:08.717Z,East Grand Bahama,Bahamas,13-501 Apple (AFOC)
Project,2014-01-10T17:00:40.339Z,eFW9dsV15Q,2014-05-30T14:05:08.440Z,East End,Bahamas,13-501 Apple (AFOC)
Project,2014-01-10T17:01:01.298Z,DVUbfyTp5p,2014-05-30T14:05:08.237Z,Mores Island,Bahamas,13-501 Apple (AFOC)
Project,2014-01-13T13:34:41.709Z,JSgNN6kog5,2014-05-30T14:05:04.812Z,Milperra,Sydney,13-501 Apple (AFOC)
Project,2013-12-23T16:32:50.403Z,um4SzVkNwS,2014-05-30T14:04:04.750Z,Forest Lake,Brisbane,13-501 Apple (AFOC)
Project,2014-01-13T13:35:25.718Z,DFgAURzBAo,2014-05-30T14:05:04.308Z,Swansea,Newcastle,13-501 Apple (AFOC)
Project,2014-01-13T13:35:39.713Z,bX6bz4kfka,2014-05-30T14:05:04.193Z,Warners Bay,Newcastle,13-501 Apple (AFOC)
Project,2013-12-23T16:34:34.913Z,8f19A6q3bJ,2014-05-30T14:05:24.456Z,Queanbeyan,Canberra,13-501 Apple (AFOC)
Project,2014-01-16T18:19:17.909Z,76J3Bx6KWm,2014-05-30T14:05:03.699Z,Mountains 02,Milford Sound,13-501 Apple (AFOC)
Project,2014-01-16T18:19:18.067Z,kto8H8HeWp,2014-05-30T14:05:03.457Z,Mountains 03,Milford Sound,13-501 Apple (AFOC)
Project,2013-12-23T16:35:16.078Z,5ksGgyR23n,2014-05-30T13:58:54.174Z,Bruce,Canberra,13-501 Apple (AFOC)
Project,2014-01-24T13:40:56.439Z,DvidWlxPdC,2014-05-30T14:05:03.131Z,Moores Pen,Jamaica,13-501 Apple (AFOC)
Project,2014-01-24T15:56:43.241Z,bYsYhzWkf3,2014-05-30T14:05:02.690Z,Cecil Peak,Milford Sound,13-501 Apple (AFOC)
Project,2013-12-23T16:35:32.756Z,xJf2EmdWqR,2014-05-30T14:05:22.974Z,Spence,Canberra,13-501 Apple (AFOC)
Project,2013-12-23T16:35:38.643Z,DFPyinqKAq,2014-05-30T14:05:22.697Z,Mts 2,Canberra,13-501 Apple (AFOC)
Project,2013-12-23T16:35:42.658Z,G8SwE7QpnR,2014-05-30T14:05:22.458Z,Mts 1,Canberra,13-501 Apple (AFOC)
Project,2014-01-24T17:11:13.936Z,9c72doWOJN,2014-05-30T14:04:58.324Z,Georges Plain,Jamaica,13-501 Apple (AFOC)
Project,2014-01-24T17:33:40.294Z,d4OhwHaRNb,2014-05-30T14:04:58.068Z,Kingston East,Jamaica,13-501 Apple (AFOC)
Project,2014-01-24T17:33:47.008Z,KG661ZHE0U,2014-05-30T14:04:57.861Z,Kingston Nort,Jamaica,13-501 Apple (AFOC)
Project,2013-12-24T14:28:32.635Z,M6z00Z9WeU,2014-05-30T14:05:19.035Z,Kingscliff,Gold Coast,13-501 Apple (AFOC)
Project,2013-12-24T14:28:37.240Z,zJ4zx24sAD,2014-05-30T14:05:18.681Z,Elanora,Gold Coast,13-501 Apple (AFOC)
Project,2014-02-13T16:27:36.615Z,HeoGuUxHnS,2014-02-13T16:28:53.990Z,Kingston,Milford Sound,14-501 Apple (AFOC)
Project,2013-12-24T14:28:48.722Z,jIsyjZ8raF,2014-05-30T14:05:18.148Z,Gold Coast CC,Gold Coast,13-501 Apple (AFOC)
Project,2014-02-13T16:27:59.910Z,JIHF33hhFt,2014-02-13T16:29:08.109Z,Castle Mountain,Milford Sound,14-501 Apple (AFOC)
Project,2014-02-13T16:27:59.836Z,aUFPnuIncf,2014-02-13T16:29:08.739Z,Mount Talbot,Milford Sound,14-501 Apple (AFOC)
Project,2014-02-13T16:27:59.807Z,UyWdgd2QTO,2014-02-13T16:29:16.771Z,Countless Peak,Milford Sound,14-501 Apple (AFOC)
Project,2013-12-24T14:43:49.447Z,1fBIS360DA,2014-05-30T14:05:17.049Z,Charteris Bay,Christchurch Expanded,13-501 Apple (AFOC)
Project,2013-12-27T13:55:57.413Z,KY4vqu3x5b,2014-05-30T14:05:16.779Z,Oceanview,Hawaii,13-501 Apple
Project,2013-12-27T13:56:05.957Z,fl4Y47LfZo,2014-05-30T14:05:16.527Z,Mtns N,Hawaii,13-501 Apple
Project,2013-12-27T13:56:11.142Z,m2gIA2iG5I,2014-05-30T14:05:16.288Z,Mtns S,Hawaii,13-501 Apple
Project,2013-12-27T13:56:19.368Z,JxurruMXdP,2014-05-30T14:05:16.074Z,Kuhulu Rock,Hawaii,13-501 Apple
Project,2013-12-27T13:56:34.813Z,FJEPK4yiDw,2014-05-30T14:05:15.565Z,Captain Cook,Hawaii,13-501 Apple
Project,2014-02-14T14:22:57.486Z,XqKrFwBGBW,2014-02-14T14:25:20.480Z,East End R2,Bahamas,14-501 Apple (AFOC)
Project,2014-01-02T16:48:08.076Z,xc2JKaqDOE,2014-05-30T14:05:15.102Z,Cerro de las Animas,Maldonado,13-501 Apple (AFOC)
Project,2014-01-02T16:48:16.754Z,wt6P0h5Iid,2014-05-30T14:05:14.761Z,Las Flores,Maldonado,13-501 Apple (AFOC)
Project,2014-02-14T17:19:58.772Z,EI1iQ7mh3N,2014-02-14T17:21:04.868Z,Parque del Plata,Montevideo,14-501 Apple (AFOC)
Project,2014-02-14T17:20:06.159Z,syyIHvsQEy,2014-02-14T17:21:06.872Z,Ciudad la Costa,Montevideo,14-501 Apple (AFOC)
Project,2014-01-02T16:48:47.317Z,JYZT4FrCsI,2014-05-30T14:05:11.105Z,Pan de Azucar,Maldonado,13-501 Apple (AFOC)
Project,2014-01-09T13:49:14.029Z,9X4zmJL2TT,2014-05-30T14:05:10.842Z,Mountains West 3,Honolulu,13-501 Apple
Project,2014-02-14T17:20:32.482Z,mKbxZM6Xvr,2014-02-14T17:21:16.182Z,Las Piedras,Montevideo,14-501 Apple (AFOC)
Project,2014-02-17T14:25:47.488Z,dP5hfahhY5,2014-02-17T14:26:10.063Z,San_Luis_v3,Montevideo,14-501 Apple (AFOC)
Project,2014-02-17T15:54:40.752Z,mGxAOv3GdH,2014-02-17T15:54:52.722Z,Melbourne_f1,Melborne,14-501 Apple (AFOC)
Project,2014-01-09T13:49:49.169Z,cSu3U6vMvM,2014-05-30T14:05:09.876Z,Mountains East 2,Honolulu,13-501 Apple
Project,2014-02-18T15:19:32.015Z,dv9XDp1aAs,2014-02-18T15:19:52.997Z,broadview_r2,Adelaide,14-501 Apple (AFOC)
Project,2014-02-18T18:59:37.748Z,LYhfbXVodv,2014-02-18T18:59:53.715Z,3_islands_r2,Brisbane,14-501 Apple (AFOC)
Project,2014-01-09T13:51:17.013Z,GIiBG6sEdx,2014-05-30T14:05:09.235Z,Kambah R1,Canberra,13-501 Apple (AFOC)
Project,2014-01-09T17:00:20.070Z,8ZKd5aoiyH,2014-05-30T14:05:08.927Z,Midrand NS,Johannesburg,13-501 Apple (AFOC)
Project,2014-01-10T17:00:35.739Z,xKOKVxzdJX,2014-05-30T14:05:08.717Z,East Grand Bahama,Bahamas,13-501 Apple (AFOC)
Project,2014-02-21T19:53:37.350Z,h0MpVkXgwm,2014-02-21T19:54:16.864Z,Benoni_r2_East,Johannesburg,14-501 Apple (AFOC)
Project,2014-02-21T19:53:47.433Z,A297ulWq80,2014-02-21T19:54:18.879Z,Benoni_r2_West,Johannesburg,14-501 Apple (AFOC)
Project,2014-01-13T13:34:41.709Z,JSgNN6kog5,2014-05-30T14:05:04.812Z,Milperra,Sydney,13-501 Apple (AFOC)
Project,2014-01-13T13:34:48.559Z,DED1AEmpId,2014-05-30T14:05:04.629Z,Sutherland,Sydney,13-501 Apple (AFOC)
Project,2014-02-25T15:42:07.340Z,WERwb5FmEx,2014-02-25T15:42:21.166Z,Maldonado_r2,Maldonado,14-501 Apple (AFOC)
Project,2014-01-13T13:35:39.713Z,bX6bz4kfka,2014-05-30T14:05:04.193Z,Warners Bay,Newcastle,13-501 Apple (AFOC)
Project,2014-02-26T13:20:56.237Z,h074vJjjAp,2014-02-26T13:21:17.308Z,Kingston,Jamaica,14-501 Apple (AFOC)
Project,2014-01-16T18:19:17.909Z,76J3Bx6KWm,2014-05-30T14:05:03.699Z,Mountains 02,Milford Sound,13-501 Apple (AFOC)
Project,2014-01-16T18:19:18.067Z,kto8H8HeWp,2014-05-30T14:05:03.457Z,Mountains 03,Milford Sound,13-501 Apple (AFOC)
Project,2014-03-03T16:44:54.507Z,sbkYoAx4RO,2014-03-03T16:45:36.465Z,Kahalau,Hawaii,14-501 Apple
Project,2014-01-24T13:40:56.439Z,DvidWlxPdC,2014-05-30T14:05:03.131Z,Moores Pen,Jamaica,13-501 Apple (AFOC)
Project,2014-03-03T16:45:08.953Z,lgXwY4ZE9l,2014-03-03T16:45:41.633Z,Puu_Kukui,Hawaii,14-501 Apple
Project,2014-03-03T16:46:17.096Z,48P2jk4OKp,2014-03-03T16:46:41.252Z,Kahalau_V2,Hawaii,14-501 Apple
Project,2014-03-03T16:46:27.650Z,r8ZCQwbz1q,2014-03-03T16:46:43.656Z,Waiopae_v2,Hawaii,14-501 Apple
Project,2014-03-03T16:47:18.269Z,JiZnIu32n6,2014-03-03T16:48:09.189Z,Hana_v2_North,Hawaii,14-501 Apple
Project,2014-01-24T17:11:13.936Z,9c72doWOJN,2014-05-30T14:04:58.324Z,Georges Plain,Jamaica,13-501 Apple (AFOC)
Project,2014-03-03T16:47:35.015Z,X4RntyiaLY,2014-03-03T16:48:13.110Z,Hana_v2_Top_Mtn,Hawaii,14-501 Apple
Project,2014-03-03T16:47:42.436Z,6oQPoEKNHa,2014-03-03T16:48:14.725Z,Hana_v2_ne,Hawaii,14-501 Apple
Project,2014-03-03T16:47:52.898Z,b4BCtnmdKb,2014-03-03T16:48:16.918Z,Hana_v2_se,Hawaii,14-501 Apple
Project,2014-01-24T18:43:13.017Z,U5dnk4RQcP,2014-02-13T16:31:21.691Z,TNRIS 2014,TNRIS,14-504 McKim & Creed
Project,2014-03-10T12:27:37.970Z,4KFgA55vXv,2014-03-10T12:28:21.458Z,Abaco National Park,Bahamas,14-501 Apple (AFOC)
Project,2014-03-10T12:27:43.971Z,RFMjOWSCVB,2014-03-10T12:28:23.744Z,Great Abaco,Bahamas,14-501 Apple (AFOC)
Project,2014-02-13T16:27:59.910Z,JIHF33hhFt,2014-02-13T16:29:08.109Z,Castle Mountain,Milford Sound,14-501 Apple (AFOC)
Project,2014-03-10T12:27:53.507Z,Rr5GKMtzN5,2014-03-10T12:28:27.681Z,Marsh Harbour,Bahamas,14-501 Apple (AFOC)
Project,2014-02-13T16:27:59.807Z,UyWdgd2QTO,2014-02-13T16:29:16.771Z,Countless Peak,Milford Sound,14-501 Apple (AFOC)
Project,2014-03-10T12:27:27.495Z,cUuKfcdYhN,2014-03-10T12:28:36.276Z,Great Scale Cay,Bahamas,14-501 Apple (AFOC)
Project,2014-03-10T12:29:04.674Z,ZygYURKfLK,2014-03-10T12:29:53.108Z,Montevideo v3 West,Montevideo,14-501 Apple (AFOC)
Project,2014-02-13T16:27:58.712Z,uVwWgmtVNG,2014-02-13T16:29:32.403Z,Hillside,Milford Sound,14-501 Apple (AFOC)
Project,2014-02-13T16:27:44.158Z,yUPgd0dDKx,2014-02-13T16:29:34.534Z,Snowdon,Milford Sound,14-501 Apple (AFOC)
Project,2014-02-13T16:27:43.950Z,ikXnmLgp9b,2014-02-13T16:29:38.233Z,Bald Hill,Milford Sound,14-501 Apple (AFOC)
Project,2014-02-13T16:27:43.822Z,aleqZq6XvC,2014-02-13T16:29:56.237Z,Pasture Hill,Milford Sound,14-501 Apple (AFOC)
Project,2014-02-14T14:22:57.486Z,XqKrFwBGBW,2014-02-14T14:25:20.480Z,East End R2,Bahamas,14-501 Apple (AFOC)
Project,2014-03-13T16:46:12.574Z,Pd4rCjIWCK,2014-03-13T16:46:49.290Z,Nassau,Bahamas,14-501 Apple (AFOC)
Project,2014-03-21T12:34:30.177Z,HWXoeafLOV,2014-05-30T14:05:42.226Z,Clark County,Missouri,14-515
Project,2014-03-24T13:56:14.873Z,Dq1ZChSZje,2014-03-24T13:56:47.989Z,Mantscha,Graz,14-501 Apple (AFOC)
Project,2014-02-14T17:20:06.159Z,syyIHvsQEy,2014-02-14T17:21:06.872Z,Ciudad la Costa,Montevideo,14-501 Apple (AFOC)
Project,2014-02-14T17:20:12.376Z,4i8jM3EH2v,2014-02-14T17:21:09.040Z,Barros Blancos,Montevideo,14-501 Apple (AFOC)
Project,2014-03-24T13:57:19.864Z,gdYEIwhTPu,2014-03-24T13:57:37.110Z,Midrand_NS_vs2,Johannesburg,14-501 Apple (AFOC)
Project,2014-02-14T17:20:32.482Z,mKbxZM6Xvr,2014-02-14T17:21:16.182Z,Las Piedras,Montevideo,14-501 Apple (AFOC)
Project,2014-03-24T13:57:53.269Z,vrJqSrQCvl,2014-03-24T13:58:24.801Z,Puchenau,Linz,14-501 Apple (AFOC)
Project,2014-02-17T15:54:40.752Z,mGxAOv3GdH,2014-02-17T15:54:52.722Z,Melbourne_f1,Melborne,14-501 Apple (AFOC)
Project,2014-02-17T20:53:24.402Z,FR3N9qwwJx,2014-02-17T20:53:46.220Z,Malvern_r2,Melborne,14-501 Apple (AFOC)
Project,2014-03-24T13:59:03.723Z,9lXf5h1X5O,2014-03-24T13:59:11.173Z,Midrand_NS_vs3,Johannesburg,14-501 Apple (AFOC)
Project,2014-03-25T16:18:28.305Z,Z2ZFezM6kF,2014-03-25T16:19:10.225Z,Deland_r1_vs2,Orlando,14-501 Apple
Project,2014-03-25T16:18:40.434Z,2gSKhGQsdm,2014-03-25T16:19:16.319Z,Deland_r1_vs3,Orlando,14-501 Apple
Project,2014-02-21T19:53:18.659Z,Xh52Ld0Mq3,2014-02-21T19:54:11.439Z,Kempton_Park_r2,Johannesburg,14-501 Apple (AFOC)
Project,2014-02-21T19:53:26.841Z,rXAavOmAJZ,2014-02-21T19:54:13.387Z,Alberton_r2,Johannesburg,14-501 Apple (AFOC)
Project,2014-03-27T14:25:58.846Z,DsS3tPRnV2,2014-03-27T14:32:19.963Z,Waiopae_v3,Maui,14-501 Apple
Project,2014-03-27T14:33:03.783Z,ZflkY5vIjg,2014-03-27T14:33:56.899Z,Montevideo_v4_bb,Montevideo,14-501 Apple (AFOC)
Project,2014-03-27T14:33:10.935Z,Zw5sYOrIZk,2014-03-27T14:33:57.966Z,Montevideo_v4_cc,Montevideo,14-501 Apple (AFOC)
Project,2014-03-27T14:33:19.359Z,m4vdevffun,2014-03-27T14:33:58.895Z,Montevideo_v4_dd,Montevideo,14-501 Apple (AFOC)
Project,2014-03-27T14:33:29.764Z,ymNqJYNEBb,2014-03-27T14:33:59.883Z,Montevideo_v4_ee,Montevideo,14-501 Apple (AFOC)
Project,2014-03-27T14:33:38.731Z,lsWJktODNp,2014-03-27T14:34:00.915Z,San_Luis_v4,Montevideo,14-501 Apple (AFOC)
Project,2014-03-27T14:32:54.296Z,0nggZQPzHi,2014-03-27T14:34:02.996Z,Montevideo_v4_aa,Montevideo,14-501 Apple (AFOC)
Project,2014-03-27T14:51:09.523Z,r9NBufV8ku,2014-03-27T14:51:24.293Z,Deland_r2,Orlando,14-501 Apple
Project,2014-03-27T14:51:42.847Z,TNH3W7etH1,2014-03-27T14:53:04.135Z,Salzburg,Salzburg,14-501 Apple (AFOC)
Project,2014-03-27T14:52:00.890Z,9la5n1UM5L,2014-03-27T14:53:05.152Z,Bruchshausl,Salzburg,14-501 Apple (AFOC)
Project,2014-03-27T14:52:16.384Z,ZG6JuQ9Yyw,2014-03-27T14:53:05.930Z,Untersberg_East,Salzburg,14-501 Apple (AFOC)
Project,2014-03-27T14:51:50.810Z,jAUCPyC5pK,2014-03-27T14:53:06.086Z,Schellenberger_Forst,Salzburg,14-501 Apple (AFOC)
Project,2014-03-27T14:52:20.188Z,ZxHaG0MaL3,2014-03-27T14:53:07.002Z,Bergheim,Salzburg,14-501 Apple (AFOC)
Project,2014-03-27T14:52:26.352Z,T0aBn2Xz9Y,2014-03-27T14:53:07.871Z,Glanegg,Salzburg,14-501 Apple (AFOC)
Project,2014-03-27T14:52:28.549Z,rUvt05b9Gj,2014-03-27T14:53:08.523Z,Grodig,Salzburg,14-501 Apple (AFOC)
Project,2014-03-27T14:52:38.959Z,DBs01lBZwz,2014-03-27T14:53:14.380Z,Elsbethen,Salzburg,14-501 Apple (AFOC)
Project,2014-03-27T14:53:28.457Z,UDDNRqOl8n,2014-03-27T14:53:58.827Z,Vienna,Vienna,14-501 Apple (AFOC)
Project,2014-03-27T14:53:32.995Z,84rAUAD7D5,2014-03-27T14:53:59.470Z,Schwechat,Vienna,14-501 Apple (AFOC)
Project,2014-03-27T14:53:43.983Z,IbqHTUwqCx,2014-03-27T14:54:20.814Z,Penzing,Vienna,14-501 Apple (AFOC)
Project,2014-03-27T14:55:01.815Z,TnHZlXOSfx,2014-03-27T14:55:14.646Z,Airport_Restriction,Sydney,14-501 Apple (AFOC)
Project,2014-03-28T20:16:33.066Z,OSC59GwvQu,2014-03-28T20:17:39.053Z,Taborhegy,Budapest,14-501 Apple (AFOC)
Project,2014-03-28T20:16:03.576Z,3tyhEZ14qq,2014-03-28T20:17:33.568Z,Budapest,Budapest,14-501 Apple (AFOC)
Project,2014-03-28T20:16:10.361Z,rVO7PvZYfN,2014-03-28T20:17:34.442Z,Dunaharaszti,Budapest,14-501 Apple (AFOC)
Project,2014-03-28T20:16:13.248Z,gIeZBAjJJJ,2014-03-28T20:17:35.226Z,Erd,Budapest,14-501 Apple (AFOC)
Project,2014-03-28T20:16:15.864Z,2aJnV4ZNqn,2014-03-28T20:17:35.724Z,Godollo,Budapest,14-501 Apple (AFOC)
Project,2014-03-28T20:16:20.922Z,ienhBB2bLl,2014-03-28T20:17:36.528Z,Budaors,Budapest,14-501 Apple (AFOC)
Project,2014-03-28T20:16:22.349Z,45BpekISuq,2014-03-28T20:17:37.143Z,Vac,Budapest,14-501 Apple (AFOC)
Project,2014-03-28T20:16:27.531Z,21hQ6VQxcD,2014-03-28T20:17:37.731Z,Pilisvorosvar,Budapest,14-501 Apple (AFOC)
Project,2014-03-28T20:16:30.492Z,YLkqvD3TrO,2014-03-28T20:17:38.370Z,Paty,Budapest,14-501 Apple (AFOC)
Project,2014-03-28T20:16:35.594Z,1lC7pzBCev,2014-03-28T20:17:39.800Z,Nagymaros,Budapest,14-501 Apple (AFOC)
Project,2014-03-28T20:16:38.751Z,LrwRUThOQL,2014-03-28T20:17:40.425Z,Csobanka,Budapest,14-501 Apple (AFOC)
Project,2014-03-28T20:16:48.583Z,SkPXX7HJGb,2014-03-28T20:17:41.027Z,Pilisszentlaszlo,Budapest,14-501 Apple (AFOC)
Project,2014-03-28T20:17:06.505Z,F7oVE1PhIm,2014-03-28T20:17:41.570Z,Nagykovacsi,Budapest,14-501 Apple (AFOC)
Project,2014-04-01T17:59:57.572Z,fXsROEjV9f,2014-04-01T18:00:30.262Z,Bankstown,Sydney,14-501 Apple (AFOC)
Project,2014-04-01T18:00:00.727Z,Dga4SzIfYJ,2014-04-01T18:00:30.980Z,Newton,Sydney,14-501 Apple (AFOC)
Project,2014-04-01T18:00:05.204Z,CYaxs1ifvS,2014-04-01T18:00:31.619Z,Hurstville,Sydney,14-501 Apple (AFOC)
Project,2014-04-01T18:00:09.725Z,tJo7uBP53H,2014-04-01T18:00:33.975Z,Kurnell,Sydney,14-501 Apple (AFOC)
Project,2014-04-07T14:04:29.785Z,VY4RpMVlYZ,2014-04-07T14:07:45.309Z,Ocoee,Orlando,14-501 Apple
Project,2014-04-07T14:05:33.821Z,6GL4B75udv,2014-04-07T14:07:47.713Z,New_Smyrna_Beach,Orlando,14-501 Apple
Project,2014-04-07T14:06:24.982Z,DGuN6gFQ4B,2014-04-07T14:07:49.451Z,Burned_Out_Island_v2,Orlando,14-501 Apple
Project,2014-04-07T14:07:05.410Z,fzuR3zqdoy,2014-04-07T14:07:50.056Z,De_Leon_Springs,Orlando,14-501 Apple
Project,2014-04-07T14:07:12.576Z,dg6LnfHXlB,2014-04-07T14:07:51.608Z,Oviedo,Orlando,14-501 Apple
Project,2014-04-07T14:04:34.797Z,qnnmshIczT,2014-04-07T14:07:45.723Z,Lake_Heney,Orlando,14-501 Apple
Project,2014-04-07T14:04:56.561Z,Wox7FiPArV,2014-04-07T14:07:46.199Z,Four_Corners,Orlando,14-501 Apple
Project,2014-04-07T14:05:03.004Z,Y5Ns8MZfDB,2014-04-07T14:07:46.562Z,Kissimmee,Orlando,14-501 Apple
Project,2014-04-07T14:05:23.741Z,4eF4U26lrp,2014-04-07T14:07:46.920Z,Crosby_Island,Orlando,14-501 Apple
Project,2014-04-07T14:05:47.924Z,m89nH3ulXe,2014-04-07T14:07:48.325Z,Dukes_Island,Orlando,14-501 Apple
Project,2014-04-07T14:06:04.845Z,FD3fmwhfvI,2014-04-07T14:07:48.778Z,Watson_Island,Orlando,14-501 Apple
Project,2014-04-07T17:41:55.088Z,2TEH82sm9q,2014-04-07T17:42:25.978Z,Burned_Out_Island_v3,Orlando,14-501 Apple
Project,2014-04-07T17:42:03.795Z,UNzmgTgfpz,2014-04-07T17:42:26.607Z,Watson_Island_v2,Orlando,14-501 Apple
Project,2014-04-07T17:42:12.948Z,tuW6xpexb3,2014-04-07T17:42:29.802Z,Dukes_Island_v2,Orlando,14-501 Apple
Project,2014-04-07T19:22:00.578Z,xFY5fDZOii,2014-05-30T13:58:37.043Z,14-519_New_Jersey_Pineland,New Jersey,McKim & Creed
Project,2014-04-09T14:04:08.158Z,TXT0EdGWeQ,2014-05-30T13:58:35.364Z,14-520_Crestwood,Illinois,Vantage Point
Project,2014-04-09T14:26:39.254Z,DPaCNyJcLu,2014-04-09T14:26:50.168Z,Kahalau_v4,Maui,14-501 Apple
Project,2014-04-09T15:21:20.738Z,xHRqjDIFu4,2014-04-09T15:22:04.435Z,Rabbit_Island,Gulfport,14-501 Apple
Project,2014-04-09T15:21:26.037Z,7kIXsyJjoK,2014-04-09T15:22:04.875Z,Pearlington,Gulfport,14-501 Apple
Project,2014-04-09T15:21:32.831Z,vmaVQAirOp,2014-04-09T15:22:05.412Z,Bay_St_Louis,Gulfport,14-501 Apple
Project,2014-04-09T15:21:37.495Z,yDYWc45lOj,2014-04-09T15:22:06.019Z,Gulfport,Gulfport,14-501 Apple
Project,2014-04-09T15:21:42.278Z,pk4LsxZPT5,2014-04-09T15:22:07.325Z,Biloxi,Gulfport,14-501 Apple
Project,2014-04-10T12:06:19.571Z,MMSHHmUOXL,2014-04-10T12:06:27.486Z,Kahalau_v5,Maui,14-501 Apple
Project,2014-04-11T12:17:11.897Z,fw2wqiyCy7,2014-04-11T12:17:36.304Z,Mobile,Mobile,14-501 Apple
Project,2014-04-11T12:17:21.355Z,IVStARiv7X,2014-04-11T12:17:37.743Z,Jubilee_Parkway,Mobile,14-501 Apple
Project,2014-04-14T12:49:39.555Z,ad6dGwycna,2014-04-14T12:50:27.462Z,Augsburg_cc,Augsburg,14-501 Apple (AFOC)
Project,2014-04-14T12:49:44.320Z,FhfMQqgs5N,2014-04-14T12:50:28.873Z,Gersthofen,Augsburg,14-501 Apple (AFOC)
Project,2014-04-14T12:49:49.636Z,uL9Z4QTux0,2014-04-14T12:50:29.824Z,Bobingen,Augsburg,14-501 Apple (AFOC)
Project,2014-04-14T12:51:01.688Z,Rd4Kvh2vyZ,2014-04-14T12:51:26.707Z,Steuben Co.,Airmaps,14-524
Project,2014-04-14T20:02:28.154Z,CopOhOFeYx,2014-04-14T20:02:43.418Z,Montevideo_v5,Montevideo,14-501 Apple (AFOC)
Project,2014-04-15T14:06:41.901Z,dJOHsXtkVO,2014-04-15T14:07:46.486Z,Catalina_Foothills,Tuscon,14-501 Apple
Project,2014-04-15T14:06:48.113Z,85lmL21f74,2014-04-15T14:07:47.399Z,Summit,Tuscon,14-501 Apple
Project,2014-04-15T14:07:04.981Z,rYJRpRfw6j,2014-04-15T14:07:49.019Z,Agua_Cliente_Hill,Tuscon,14-501 Apple
Project,2014-04-15T14:06:33.835Z,E6eDvoSBPU,2014-04-15T14:07:45.143Z,Santa_Cruz_SW,Tuscon,14-501 Apple
Project,2014-04-15T14:06:37.008Z,QKLACLSysA,2014-04-15T14:07:45.990Z,Oro_Valley,Tuscon,14-501 Apple
Project,2014-04-15T14:06:46.278Z,Ss5Vfuuqun,2014-04-15T14:07:46.941Z,Tanque_Verde,Tuscon,14-501 Apple
Project,2014-04-15T14:06:52.216Z,HHhrxtFrcY,2014-04-15T14:07:47.911Z,Pusch_Ridge,Tuscon,14-501 Apple
Project,2014-04-15T14:06:57.897Z,p0qI7c8NRX,2014-04-15T14:07:48.489Z,Thimble_Peak,Tuscon,14-501 Apple
Project,2014-04-15T14:07:10.511Z,dQWWI1lbf0,2014-04-15T14:07:49.671Z,Mica_Mountain,Tuscon,14-501 Apple
Project,2014-04-15T14:07:17.760Z,HTaChPqKya,2014-04-15T14:07:51.113Z,Wasson_Peak,Tuscon,14-501 Apple
Project,2014-04-15T14:08:16.290Z,u2czzm4I5l,2014-04-15T14:08:29.119Z,Montevideo_v6,Montevideo,14-501 Apple (AFOC)
Project,2014-04-16T20:26:47.302Z,oWkssFT3Xg,2014-04-16T20:27:09.305Z,Indianapolis,Schnider,14-523
Project,2014-04-16T20:27:15.886Z,9aVBtbdJ8t,2014-04-16T20:27:25.796Z,Notre Dame,Notre Dame,14-514
Project,2014-04-17T15:40:32.411Z,Ds59FG8PGd,2014-04-17T15:40:46.164Z,Chicago,Tinley/Villa Park,14-522
Project,2014-04-18T13:04:28.548Z,NyGnIAtDvR,2014-04-18T13:05:08.980Z,"Hatfield, Wisconson",McKim & Creed,14-526
